Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
WH_114998,EID_64998,Rural,Large,North,Zone 5,8,1,2,4694,Company Owned,25,0,0,0,218,21.0,2015.0,21,0,B+,4,14,25089
WH_111891,EID_61891,Rural,Large,North,Zone 5,8,1,2,5118,Company Owned,26,0,0,1,203,36.0,2020.0,4,1,B+,2,17,4078
WH_115454,EID_65454,Rural,Large,South,Zone 6,8,0,2,3970,Company Owned,62,0,0,0,268,31.0,2012.0,14,1,A+,1,29,20091
WH_117724,EID_67724,Rural,Large,North,Zone 5,8,0,4,4473,Company Owned,23,0,1,1,136,29.0,2023.0,0,0,,0,14,7095
WH_124338,EID_74338,Rural,Large,North,Zone 5,8,0,2,5404,Company Owned,22,0,0,0,169,42.0,2020.0,13,1,C,1,25,18097
WH_101391,EID_51391,Rural,Small,South,Zone 1,0,0,4,4301,Rented,45,0,1,1,207,,,5,0,C,6,21,6074
WH_120118,EID_70118,Rural,Large,North,Zone 6,3,3,4,5263,Company Owned,29,1,0,1,263,,,21,0,B,3,23,25124
WH_107437,EID_57437,Urban,Large,North,Zone 5,6,0,3,4307,Rented,45,0,0,1,244,30.0,1999.0,26,0,A,2,14,34071
WH_121186,EID_71186,Rural,Small,South,Zone 6,2,0,2,7396,Company Owned,38,0,0,1,243,30.0,,17,0,A,2,2,22071
WH_108802,EID_58802,Urban,Small,North,Zone 6,7,3,2,6414,Company Owned,44,0,0,0,111,,,7,0,C,1,13,9151
WH_121369,EID_71369,Rural,Mid,South,Zone 4,4,0,3,5212,Rented,34,0,0,0,68,19.0,2014.0,12,1,A+,5,26,16097
WH_100371,EID_50371,Rural,Mid,North,Zone 2,2,1,4,5402,Company Owned,35,0,0,1,269,20.0,,4,0,C,2,12,5093
WH_106146,EID_56146,Rural,Large,North,Zone 6,2,0,4,4268,Company Owned,50,0,0,1,191,27.0,,30,0,A+,2,6,39097
WH_120928,EID_70928,Rural,Small,South,Zone 6,4,0,4,5447,Company Owned,44,0,0,1,100,25.0,1997.0,34,0,B,4,2,43090
WH_109775,EID_59775,Rural,Large,South,Zone 5,5,0,3,4204,Rented,65,0,0,0,63,19.0,2009.0,15,0,A,2,14,21076
WH_117796,EID_67796,Rural,Large,North,Zone 6,0,0,3,5374,Rented,59,0,0,1,100,20.0,,4,0,A,3,29,6099
WH_123488,EID_73488,Rural,Large,West,Zone 5,5,0,4,4391,Company Owned,31,0,0,1,67,30.0,2007.0,22,0,A,6,10,30111
WH_118640,EID_68640,Rural,Large,North,Zone 6,4,0,2,4312,Company Owned,19,0,0,1,136,26.0,,13,1,C,1,23,17103
WH_121548,EID_71548,Rural,Large,South,Zone 5,0,0,2,6992,Company Owned,51,0,0,1,209,29.0,,19,0,C,1,10,24085
WH_102212,EID_52212,Urban,Large,North,Zone 6,3,4,2,4204,Company Owned,36,0,0,0,191,21.0,2005.0,25,0,B,4,28,29075
WH_105603,EID_55603,Rural,Small,South,Zone 1,1,0,2,7345,Rented,54,0,0,0,165,18.0,,15,0,A,5,21,18099
WH_108881,EID_58881,Rural,Large,North,Zone 6,0,0,4,3719,Company Owned,50,0,0,1,202,21.0,,25,0,A+,5,28,31149
WH_105417,EID_55417,Rural,Mid,West,Zone 3,7,0,4,4165,Company Owned,50,0,0,1,247,31.0,2013.0,13,0,C,4,19,16076
WH_104938,EID_54938,Rural,Small,West,Zone 6,7,1,4,9295,Rented,52,0,0,1,107,43.0,1998.0,14,1,A+,6,15,19085
WH_113434,EID_63434,Urban,Mid,West,Zone 2,8,0,3,4224,Rented,62,0,0,0,107,16.0,2021.0,8,0,B,2,12,10110
WH_103158,EID_53158,Rural,Large,North,Zone 6,4,0,3,5993,Rented,31,0,0,1,109,31.0,2005.0,25,0,B+,2,29,29140
WH_109158,EID_59158,Urban,Large,North,Zone 5,0,0,4,4619,Rented,29,0,0,0,244,20.0,,38,0,C,6,14,52096
WH_100463,EID_50463,Rural,Mid,West,Zone 4,0,0,3,5947,Rented,63,0,0,0,56,34.0,,30,0,A,2,11,41083
WH_118138,EID_68138,Rural,Mid,South,Zone 3,4,1,2,4457,Rented,35,0,0,0,168,17.0,,6,1,A+,6,27,9062
WH_121647,EID_71647,Rural,Large,North,Zone 6,3,0,3,3871,Company Owned,52,0,0,1,182,,2013.0,15,1,A+,3,28,22100
WH_100615,EID_50615,Rural,Large,North,Zone 5,3,0,3,4506,Company Owned,45,0,0,1,201,28.0,2017.0,6,1,A+,2,5,9099
WH_106380,EID_56380,Rural,Mid,South,Zone 2,6,4,5,5115,Rented,51,0,0,1,99,32.0,2004.0,25,1,B+,2,32,29079
WH_116762,EID_66762,Rural,Mid,South,Zone 4,3,0,3,9149,Company Owned,68,0,0,1,73,36.0,2000.0,37,0,B,2,26,46111
WH_111298,EID_61298,Rural,Mid,North,Zone 4,8,4,3,3937,Company Owned,16,0,0,0,89,22.0,,0,0,,0,26,3057
WH_112995,EID_62995,Rural,Mid,North,Zone 2,4,2,4,4515,Company Owned,64,1,0,1,159,,2001.0,25,1,A,2,18,32132
WH_108181,EID_58181,Rural,Large,North,Zone 6,4,4,2,4825,Company Owned,44,0,0,1,71,33.0,,20,1,A,3,28,27117
WH_117719,EID_67719,Rural,Large,North,Zone 6,6,1,5,3530,Rented,25,0,0,0,159,31.0,2012.0,10,0,A,1,23,13130
WH_113511,EID_63511,Rural,Large,North,Zone 6,8,0,4,4959,Company Owned,20,0,0,0,250,28.0,,14,1,A+,4,28,19070
WH_116574,EID_66574,Rural,Large,North,Zone 6,7,0,3,3773,Rented,70,0,0,1,251,44.0,2008.0,19,0,A,4,28,26143
WH_102716,EID_52716,Rural,Mid,South,Zone 2,4,3,4,4731,Rented,66,0,0,0,82,16.0,2011.0,19,0,B+,6,32,22066
WH_123045,EID_73045,Rural,Large,North,Zone 5,2,1,3,4826,Rented,52,0,0,1,136,30.0,,14,0,C,6,17,18106
WH_120448,EID_70448,Rural,Mid,North,Zone 4,4,1,3,4185,Rented,51,0,0,1,174,26.0,2007.0,18,1,C,5,26,24129
WH_122918,EID_72918,Rural,Mid,North,Zone 4,8,0,2,4246,Company Owned,42,0,0,1,177,25.0,2020.0,5,0,B+,3,26,5116
WH_110003,EID_60003,Rural,Large,North,Zone 6,1,2,2,4639,Company Owned,54,0,0,1,194,39.0,,10,0,A+,1,28,12111
WH_113639,EID_63639,Rural,Large,South,Zone 5,0,1,3,4755,Rented,59,0,0,0,93,25.0,,8,0,C,4,25,10095
WH_119628,EID_69628,Rural,Large,North,Zone 6,1,0,6,6923,Company Owned,50,0,0,1,165,35.0,,5,0,B+,3,23,6141
WH_107389,EID_57389,Rural,Large,North,Zone 5,5,0,4,4844,Rented,34,1,0,0,162,98.0,1997.0,38,0,B+,4,25,47056
WH_118278,EID_68278,Rural,Large,South,Zone 5,1,0,4,4629,Company Owned,51,0,0,1,133,26.0,,14,0,B,6,14,17131
WH_114356,EID_64356,Rural,Mid,North,Zone 2,5,0,3,3857,Rented,70,0,0,1,187,23.0,2017.0,17,0,B+,1,18,21079
WH_122011,EID_72011,Rural,Mid,North,Zone 2,7,1,4,4114,Company Owned,58,0,0,1,104,25.0,2002.0,23,0,B+,5,22,27115
WH_107769,EID_57769,Rural,Large,West,Zone 6,3,0,5,3343,Rented,52,0,1,0,104,26.0,2018.0,6,1,C,3,6,7101
WH_106221,EID_56221,Rural,Mid,West,Zone 2,0,0,3,4218,Rented,68,0,0,1,95,32.0,,20,0,B+,3,18,25121
WH_121344,EID_71344,Rural,Mid,East,Zone 4,1,1,6,4832,Rented,27,1,0,1,128,25.0,,13,0,A+,2,26,17095
WH_122946,EID_72946,Rural,Large,West,Zone 5,4,2,2,5699,Company Owned,58,0,0,0,204,29.0,,4,0,B+,2,10,4120
WH_107037,EID_57037,Rural,Small,West,Zone 6,4,1,7,5283,Rented,27,1,0,1,252,21.0,2022.0,0,0,,0,9,6145
WH_115474,EID_65474,Rural,Mid,South,Zone 4,8,1,3,4696,Rented,61,0,0,0,197,23.0,2005.0,18,0,A,4,26,23125
WH_111646,EID_61646,Rural,Large,North,Zone 6,4,0,4,5181,Rented,18,0,0,1,200,30.0,2014.0,11,1,A+,2,28,15125
WH_115897,EID_65897,Rural,Mid,South,Zone 4,7,0,2,5922,Company Owned,57,1,0,1,183,,,22,0,A,2,11,27105
WH_110570,EID_60570,Rural,Mid,East,Zone 4,6,1,4,4827,Company Owned,42,0,0,0,245,26.0,2019.0,5,0,C,1,26,6064
WH_115511,EID_65511,Urban,Small,South,Zone 1,8,0,3,4352,Company Owned,26,0,0,1,143,28.0,2002.0,24,1,B+,5,16,29140
WH_118958,EID_68958,Rural,Mid,North,Zone 3,3,0,3,4392,Rented,36,1,1,1,149,30.0,2003.0,22,1,B,3,27,29074
WH_119175,EID_69175,Rural,Small,West,Zone 1,5,0,4,5478,Rented,17,0,1,1,233,32.0,2015.0,12,0,C,5,30,15068
WH_106358,EID_56358,Urban,Large,North,Zone 6,6,0,4,4732,Rented,45,0,1,1,117,,2001.0,23,0,A,3,23,31081
WH_121619,EID_71619,Rural,Small,South,Zone 1,8,2,2,5518,Rented,16,0,0,0,72,20.0,2004.0,25,1,A+,4,21,32129
WH_106691,EID_56691,Rural,Mid,North,Zone 3,8,1,3,5462,Company Owned,28,1,0,1,105,36.0,,4,0,B+,1,27,4112
WH_121960,EID_71960,Rural,Large,North,Zone 5,5,2,2,4722,Company Owned,28,0,0,0,86,35.0,,20,1,A+,4,14,26070
WH_115881,EID_65881,Rural,Mid,West,Zone 4,6,0,3,6309,Company Owned,19,0,0,1,240,23.0,2009.0,21,0,B,2,11,27137
WH_101030,EID_51030,Rural,Mid,North,Zone 3,1,1,4,5174,Company Owned,36,0,0,1,131,27.0,,15,0,A,6,19,20058
WH_109164,EID_59164,Rural,Mid,West,Zone 4,6,1,4,5303,Company Owned,54,0,0,1,64,26.0,2022.0,6,0,C,3,11,7073
WH_118604,EID_68604,Rural,Mid,South,Zone 4,6,3,2,5283,Rented,51,0,0,0,103,24.0,1997.0,24,1,B+,4,26,28120
WH_109488,EID_59488,Rural,Large,West,Zone 5,1,1,4,4896,Rented,23,0,0,0,140,32.0,,5,0,B,1,25,5072
WH_101577,EID_51577,Rural,Mid,West,Zone 2,5,1,4,5832,Company Owned,29,0,0,1,77,23.0,2003.0,25,0,A,4,18,33100
WH_115859,EID_65859,Rural,Large,North,Zone 6,1,0,2,5715,Company Owned,69,0,0,1,146,29.0,,26,0,C,6,29,35112
WH_109947,EID_59947,Rural,Large,North,Zone 6,7,3,3,3942,Rented,39,0,0,0,213,19.0,,27,0,B+,5,6,31127
WH_103793,EID_53793,Rural,Mid,South,Zone 4,8,0,3,4591,Company Owned,69,0,0,1,267,31.0,2007.0,21,1,A+,5,26,26112
WH_117551,EID_67551,Rural,Large,North,Zone 5,3,4,4,4024,Company Owned,57,0,0,1,172,31.0,2008.0,18,1,B+,2,17,21074
WH_122630,EID_72630,Rural,Large,West,Zone 6,5,0,2,6475,Company Owned,57,0,0,1,227,31.0,2005.0,25,0,B+,5,23,28071
WH_102917,EID_52917,Rural,Mid,South,Zone 3,5,0,2,4447,Rented,38,0,0,0,66,16.0,2020.0,7,0,C,3,19,8133
WH_105586,EID_55586,Rural,Mid,West,Zone 3,5,0,3,3654,Rented,64,0,0,1,84,29.0,2008.0,23,1,A+,3,19,32135
WH_114605,EID_64605,Rural,Large,North,Zone 6,1,0,2,4745,Company Owned,34,0,0,1,174,30.0,,15,0,A,2,28,21056
WH_106326,EID_56326,Rural,Small,South,Zone 6,1,0,2,4189,Rented,29,1,0,1,89,29.0,,23,0,B+,2,2,28113
WH_121444,EID_71444,Rural,Small,North,Zone 6,8,1,3,5680,Rented,47,0,0,1,127,35.0,2011.0,22,1,A+,4,13,29147
WH_101515,EID_51515,Urban,Large,West,Zone 6,8,2,4,4546,Rented,20,0,0,1,195,,,15,0,A,2,29,19070
WH_102371,EID_52371,Rural,Mid,North,Zone 3,5,0,4,5533,Rented,60,1,0,1,218,,2018.0,5,0,C,2,27,7142
WH_103432,EID_53432,Rural,Large,North,Zone 6,7,3,4,5823,Rented,58,0,0,1,166,30.0,,14,1,B,4,29,17112
WH_118647,EID_68647,Rural,Mid,North,Zone 4,4,0,2,4353,Company Owned,31,0,0,1,241,19.0,1999.0,38,1,A+,6,26,54133
WH_104239,EID_54239,Rural,Small,South,Zone 6,7,0,1,4412,Company Owned,37,0,1,1,244,31.0,2013.0,25,1,A+,2,2,34085
WH_101390,EID_51390,Rural,Large,South,Zone 6,5,3,2,4495,Rented,50,0,0,1,57,29.0,,17,0,B+,5,23,19056
WH_100893,EID_50893,Rural,Mid,North,Zone 3,1,0,3,4004,Rented,38,0,0,1,177,30.0,,17,0,A,3,27,24082
WH_117874,EID_67874,Rural,Mid,South,Zone 3,3,1,2,6333,Company Owned,56,0,0,0,217,24.0,2008.0,19,0,A,6,27,25127
WH_122439,EID_72439,Rural,Large,North,Zone 6,3,0,3,4814,Company Owned,34,0,0,1,171,33.0,,14,1,B+,6,28,16131
WH_114037,EID_64037,Urban,Large,North,Zone 6,0,1,2,4898,Rented,65,0,0,1,58,28.0,,24,0,A,2,23,31124
WH_120099,EID_70099,Rural,Small,South,Zone 6,7,0,2,3559,Company Owned,25,0,0,1,220,31.0,2005.0,34,1,A+,2,9,47134
WH_115187,EID_65187,Rural,Mid,West,Zone 4,4,0,4,4711,Rented,16,0,0,0,129,16.0,2011.0,21,1,A+,3,11,29055
WH_102933,EID_52933,Rural,Mid,West,Zone 4,1,0,4,4804,Rented,26,0,0,0,238,14.0,,20,0,A,4,26,26060
WH_123352,EID_73352,Rural,Small,South,Zone 1,4,3,2,5920,Company Owned,22,0,0,1,134,40.0,,9,0,B,2,31,10122
WH_110937,EID_60937,Rural,Mid,South,Zone 4,5,0,4,5488,Rented,51,0,0,1,247,42.0,2014.0,15,1,B+,4,26,18059
WH_122963,EID_72963,Rural,Large,South,Zone 6,6,2,1,6606,Rented,35,0,0,0,241,18.0,,25,0,B+,4,29,29094
WH_123983,EID_73983,Rural,Large,West,Zone 6,4,0,3,4294,Rented,53,0,0,1,107,28.0,2001.0,32,0,C,6,23,43068
WH_101129,EID_51129,Rural,Large,West,Zone 5,2,2,4,3962,Rented,34,0,0,0,159,18.0,,5,0,A,1,14,6095
WH_100731,EID_50731,Rural,Mid,North,Zone 4,4,0,4,4430,Company Owned,50,0,0,0,223,32.0,2014.0,17,0,B+,3,26,21141
WH_111110,EID_61110,Rural,Large,South,Zone 5,3,0,1,5157,Rented,24,0,0,1,192,35.0,2011.0,19,0,C,1,10,25151
WH_103084,EID_53084,Rural,Large,West,Zone 6,6,2,4,4223,Company Owned,20,0,0,0,207,21.0,,20,0,C,5,6,25142
WH_107297,EID_57297,Rural,Small,West,Zone 6,4,0,6,6350,Rented,39,0,0,0,78,19.0,2009.0,19,1,A,6,8,25097
WH_104588,EID_54588,Rural,Mid,West,Zone 3,0,0,2,4928,Rented,37,1,0,1,168,,,0,0,,0,19,5139
WH_112496,EID_62496,Rural,Large,North,Zone 6,4,2,3,4705,Rented,40,0,0,1,263,50.0,2013.0,13,0,C,5,23,17067
WH_102795,EID_52795,Rural,Large,North,Zone 5,7,3,3,4252,Rented,60,0,0,0,267,28.0,,4,0,B,2,5,5132
WH_107601,EID_57601,Rural,Large,North,Zone 6,4,0,3,4663,Rented,50,0,0,0,259,16.0,2012.0,19,0,B,2,28,24109
WH_100798,EID_50798,Rural,Mid,East,Zone 4,1,0,4,4805,Company Owned,27,0,0,0,59,40.0,,15,0,B,5,26,18089
WH_117118,EID_67118,Rural,Mid,South,Zone 4,1,0,2,4712,Rented,70,0,0,0,133,24.0,,4,0,C,3,26,5089
WH_118628,EID_68628,Rural,Large,North,Zone 6,5,2,3,4470,Rented,60,0,0,1,260,23.0,2008.0,19,1,A,6,29,25133
WH_100178,EID_50178,Rural,Large,South,Zone 5,8,0,2,4532,Company Owned,40,0,0,1,212,27.0,2008.0,24,1,B,5,14,31076
WH_111469,EID_61469,Rural,Mid,North,Zone 3,5,0,2,3872,Company Owned,65,0,0,1,116,26.0,2016.0,15,1,A+,2,19,22145
WH_117558,EID_67558,Rural,Mid,West,Zone 3,3,0,7,5578,Rented,29,0,0,1,251,36.0,2012.0,20,0,B+,2,19,25103
WH_113798,EID_63798,Rural,Mid,North,Zone 3,0,0,4,5219,Rented,47,0,0,0,245,18.0,,5,0,B,2,27,6137
WH_109830,EID_59830,Rural,Mid,West,Zone 3,3,2,3,4733,Company Owned,18,0,0,1,269,28.0,,18,0,A,5,19,23059
WH_117174,EID_67174,Rural,Mid,North,Zone 4,8,0,3,4942,Rented,26,0,0,1,216,38.0,2014.0,9,0,B,2,26,11117
WH_122450,EID_72450,Rural,Mid,North,Zone 4,5,0,4,3859,Rented,67,0,0,0,264,17.0,2000.0,28,0,B+,5,26,35066
WH_100198,EID_50198,Rural,Large,West,Zone 6,0,0,5,8052,Company Owned,22,0,0,1,101,21.0,,19,0,A,6,23,25126
WH_114643,EID_64643,Rural,Large,North,Zone 6,3,0,3,4305,Rented,37,0,0,1,171,30.0,2002.0,28,0,B+,5,28,34140
WH_116932,EID_66932,Rural,Mid,West,Zone 4,4,1,3,4736,Rented,30,0,0,1,119,33.0,,14,0,A,4,26,18104
WH_112940,EID_62940,Rural,Mid,North,Zone 3,0,0,2,4977,Rented,20,0,0,0,73,21.0,,23,0,B,4,27,28096
WH_116268,EID_66268,Rural,Large,North,Zone 6,0,0,3,4497,Company Owned,34,0,0,1,132,27.0,,22,0,B+,3,6,25069
WH_111772,EID_61772,Rural,Small,West,Zone 6,6,1,2,3981,Rented,27,0,0,1,118,21.0,2001.0,21,0,C,4,15,28071
WH_122919,EID_72919,Rural,Large,North,Zone 5,4,0,2,7530,Company Owned,17,0,0,0,198,29.0,,14,0,B,4,17,16103
WH_120009,EID_70009,Rural,Small,West,Zone 1,8,1,2,7112,Rented,33,0,0,1,181,32.0,2001.0,32,0,A,6,30,42135
WH_117524,EID_67524,Rural,Mid,South,Zone 2,1,0,2,7517,Rented,18,0,0,0,258,17.0,,11,0,A+,4,32,14150
WH_113277,EID_63277,Rural,Large,North,Zone 6,0,1,2,4825,Company Owned,19,0,0,1,179,35.0,,10,0,B,4,29,12134
WH_122733,EID_72733,Rural,Mid,West,Zone 3,8,0,4,3743,Company Owned,62,0,0,1,233,30.0,2008.0,18,0,B,3,19,21123
WH_115103,EID_65103,Urban,Large,North,Zone 6,3,1,3,5707,Company Owned,60,0,0,0,117,40.0,,23,0,A,4,6,29096
WH_107533,EID_57533,Rural,Mid,West,Zone 2,4,0,2,4195,Rented,48,0,0,0,218,14.0,1998.0,25,0,B+,3,12,29142
WH_120756,EID_70756,Rural,Mid,West,Zone 3,6,0,4,4787,Company Owned,40,1,0,0,249,36.0,2021.0,0,0,,0,27,5102
WH_115855,EID_65855,Rural,Mid,South,Zone 3,0,0,2,6148,Company Owned,24,0,0,1,217,21.0,,24,0,A,3,19,31100
WH_100066,EID_50066,Rural,Mid,South,Zone 4,4,0,4,6074,Rented,49,0,0,0,255,22.0,2000.0,32,0,C,4,26,44116
WH_104712,EID_54712,Rural,Mid,South,Zone 3,0,0,2,4036,Rented,15,0,0,1,181,28.0,,10,0,A+,2,19,13129
WH_111452,EID_61452,Rural,Large,South,Zone 5,7,3,2,4431,Company Owned,41,0,0,1,114,29.0,,21,0,C,2,14,27071
WH_115689,EID_65689,Rural,Mid,West,Zone 2,3,0,4,6991,Company Owned,52,0,0,0,262,26.0,,20,1,A+,3,12,26088
WH_123105,EID_73105,Rural,Large,North,Zone 5,7,0,4,4783,Rented,29,0,0,1,146,25.0,,25,0,A,5,25,32072
WH_105033,EID_55033,Rural,Large,North,Zone 6,8,1,2,4300,Company Owned,32,1,0,1,238,20.0,,12,0,B,6,29,14064
WH_106915,EID_56915,Rural,Mid,North,Zone 4,5,0,2,5814,Rented,38,0,0,1,137,38.0,2001.0,33,0,B+,5,26,41102
WH_102572,EID_52572,Rural,Small,West,Zone 6,7,0,4,5869,Company Owned,54,0,0,1,110,27.0,2005.0,36,1,A+,3,15,50090
WH_120715,EID_70715,Rural,Large,West,Zone 6,6,2,5,3423,Company Owned,19,0,0,0,242,28.0,,20,1,A,2,6,26067
WH_117006,EID_67006,Rural,Large,North,Zone 6,5,3,2,4634,Rented,36,0,0,0,240,17.0,,20,0,A,4,6,25069
WH_122766,EID_72766,Rural,Large,South,Zone 6,3,0,2,6061,Company Owned,63,0,0,1,185,38.0,1996.0,23,0,C,2,29,29064
WH_106222,EID_56222,Rural,Mid,West,Zone 4,0,3,4,5451,Company Owned,30,1,0,1,259,40.0,,6,0,B+,3,26,7069
WH_100787,EID_50787,Rural,Mid,South,Zone 2,5,0,2,5322,Company Owned,60,0,0,1,80,27.0,,12,0,A,4,32,15098
WH_103332,EID_53332,Rural,Mid,North,Zone 4,4,1,4,5137,Rented,22,0,0,0,204,16.0,2007.0,25,1,C,2,26,33081
WH_124531,EID_74531,Rural,Mid,South,Zone 3,6,2,3,6452,Rented,61,0,0,0,264,17.0,,22,0,C,6,19,27057
WH_106008,EID_56008,Rural,Large,North,Zone 5,8,0,2,5362,Company Owned,48,0,0,0,235,30.0,,5,0,A,3,24,6071
WH_108334,EID_58334,Rural,Large,North,Zone 5,6,0,4,5102,Company Owned,41,0,0,1,189,33.0,2000.0,18,1,B,4,17,22123
WH_116655,EID_66655,Rural,Large,West,Zone 6,4,0,4,4277,Company Owned,49,0,0,1,142,20.0,2006.0,25,0,C,5,23,32087
WH_121011,EID_71011,Rural,Mid,North,Zone 4,5,0,3,5213,Rented,63,0,0,0,131,18.0,2012.0,15,1,A+,2,26,21112
WH_113448,EID_63448,Rural,Large,South,Zone 5,1,1,3,6280,Rented,52,0,0,0,62,18.0,,32,0,A,6,14,42122
WH_121270,EID_71270,Rural,Large,North,Zone 6,4,0,2,4812,Company Owned,70,0,0,1,96,38.0,,6,0,C,1,6,8065
WH_101191,EID_51191,Rural,Large,West,Zone 6,2,0,4,4328,Rented,43,0,0,1,112,24.0,,7,0,B,2,6,9117
WH_112478,EID_62478,Rural,Mid,West,Zone 4,7,0,4,5305,Rented,22,0,0,1,126,25.0,2006.0,15,0,B+,6,26,18080
WH_100515,EID_50515,Rural,Small,North,Zone 6,6,1,2,6619,Rented,47,0,0,0,195,19.0,,6,1,B+,4,13,7129
WH_116862,EID_66862,Rural,Small,North,Zone 6,3,0,3,7322,Rented,67,0,0,0,212,22.0,2018.0,5,1,C,3,13,7104
WH_104476,EID_54476,Rural,Small,West,Zone 6,0,3,4,6162,Company Owned,41,0,0,1,200,28.0,,4,0,B+,1,15,4113
WH_110232,EID_60232,Rural,Large,West,Zone 5,3,0,3,3922,Rented,18,0,0,1,266,34.0,1999.0,34,1,A+,6,10,47066
WH_120766,EID_70766,Rural,Large,North,Zone 6,3,0,2,4978,Company Owned,27,0,0,1,182,29.0,2015.0,15,0,C,4,29,20138
WH_117417,EID_67417,Urban,Small,North,Zone 6,1,0,2,5617,Rented,46,0,0,0,65,17.0,,33,0,B,5,9,39088
WH_119737,EID_69737,Rural,Mid,South,Zone 2,2,0,2,4933,Company Owned,58,0,0,1,177,34.0,,20,0,A,4,22,25139
WH_114622,EID_64622,Rural,Mid,North,Zone 2,3,0,2,5242,Company Owned,35,0,0,1,89,25.0,2020.0,5,1,C,3,22,6077
WH_117898,EID_67898,Rural,Large,North,Zone 6,3,0,2,5601,Company Owned,63,0,0,1,223,30.0,2003.0,22,0,C,5,4,30104
WH_106191,EID_56191,Urban,Mid,West,Zone 4,6,4,3,6568,Rented,69,0,0,1,232,40.0,2010.0,18,0,B+,4,11,20057
WH_114175,EID_64175,Rural,Large,South,Zone 6,0,0,1,5397,Rented,57,0,0,1,199,32.0,,0,0,,0,29,3118
WH_107237,EID_57237,Rural,Small,North,Zone 6,2,0,3,5200,Rented,37,0,0,1,188,26.0,,30,0,C,6,9,39110
WH_105753,EID_55753,Rural,Mid,West,Zone 4,5,3,4,7139,Rented,60,0,0,1,173,31.0,,13,1,C,3,11,17095
WH_102068,EID_52068,Rural,Large,West,Zone 5,8,0,4,4765,Rented,59,0,0,0,183,34.0,2004.0,26,1,A,6,14,36078
WH_123217,EID_73217,Rural,Large,South,Zone 5,3,2,2,4492,Rented,49,0,0,0,239,19.0,,20,1,A,2,14,26070
WH_108236,EID_58236,Rural,Mid,North,Zone 3,4,0,2,5273,Company Owned,54,0,0,1,239,30.0,1999.0,25,0,C,5,27,32134
WH_116252,EID_66252,Rural,Large,West,Zone 6,6,0,3,8611,Rented,42,0,0,1,171,26.0,2017.0,12,1,B,6,23,15059
WH_115905,EID_65905,Rural,Small,East,Zone 1,4,1,9,4037,Rented,49,0,0,1,256,34.0,,4,0,B+,1,31,5123
WH_101462,EID_51462,Rural,Mid,North,Zone 4,4,0,4,4749,Company Owned,45,0,0,1,235,27.0,2016.0,17,1,B+,4,26,22090
WH_115207,EID_65207,Rural,Small,South,Zone 6,5,0,2,4134,Company Owned,47,0,0,1,198,37.0,2005.0,24,0,C,5,15,30100
WH_118255,EID_68255,Rural,Small,South,Zone 1,8,4,2,6114,Rented,42,0,0,1,125,28.0,,21,0,B+,3,21,24149
WH_104576,EID_54576,Rural,Mid,West,Zone 4,7,0,3,5528,Rented,25,0,0,0,65,19.0,2022.0,0,0,,0,11,6088
WH_109856,EID_59856,Rural,Mid,South,Zone 3,4,1,2,4707,Company Owned,52,0,0,0,157,27.0,,19,1,A+,5,19,25058
WH_120541,EID_70541,Rural,Large,South,Zone 5,6,1,2,4122,Company Owned,21,0,0,1,68,35.0,2010.0,24,0,A,6,14,31109
WH_107349,EID_57349,Rural,Large,North,Zone 5,7,1,2,6847,Rented,40,0,0,0,197,24.0,2008.0,19,0,B,3,24,22079
WH_104818,EID_54818,Rural,Small,North,Zone 6,3,2,2,7088,Rented,18,0,0,0,227,17.0,,6,1,B,1,13,8147
WH_119577,EID_69577,Rural,Mid,North,Zone 3,4,0,2,6413,Company Owned,62,0,0,1,149,28.0,2017.0,6,1,B,5,19,7104
WH_100220,EID_50220,Rural,Large,West,Zone 6,7,0,3,5086,Company Owned,32,0,0,1,228,32.0,2005.0,28,0,C,2,6,37072
WH_112632,EID_62632,Rural,Mid,West,Zone 3,7,3,5,4528,Company Owned,66,0,0,1,218,24.0,1999.0,27,1,B+,6,19,32146
WH_119403,EID_69403,Rural,Mid,West,Zone 3,7,0,2,4036,Rented,45,0,0,0,110,16.0,2016.0,11,0,B+,2,19,13144
WH_118860,EID_68860,Rural,Mid,North,Zone 3,1,0,3,4561,Rented,68,0,0,0,222,16.0,,28,0,A,4,27,39068
WH_104248,EID_54248,Rural,Mid,West,Zone 2,1,0,4,8102,Rented,46,0,0,0,75,20.0,,25,0,C,3,12,31138
WH_118432,EID_68432,Rural,Mid,West,Zone 2,3,0,2,5074,Rented,59,0,0,1,256,41.0,2007.0,15,0,B,5,12,19126
WH_117442,EID_67442,Rural,Large,North,Zone 6,7,0,4,3964,Rented,32,0,0,0,155,23.0,2019.0,5,1,C,3,28,7073
WH_106487,EID_56487,Rural,Large,North,Zone 6,6,1,3,4524,Rented,66,0,0,1,91,,2005.0,28,0,B,6,28,33137
WH_107036,EID_57036,Rural,Mid,West,Zone 3,8,0,2,4402,Rented,70,0,0,1,100,37.0,2010.0,17,0,C,4,19,23063
